area,rainfall_1h,rainfall_3h,rainfall_6h,rainfall_12h,rainfall_24h,waterlogging,historical_flood,elevation,drainage_efficiency,urban_density,slope,previous_risk,risk_score_24h,risk_label_24h
Kodambakkam,68,23,105,116,253,89,81,59,60,60,7,87,100.0,SEVERE
Kodambakkam,21,47,127,122,177,27,8,71,52,61,11,62,84.98,SEVERE
Kodambakkam,84,110,63,159,253,51,3,14,70,94,6,53,100.0,SEVERE
Kodambakkam,60,107,69,59,131,36,72,45,21,60,26,48,85.42,SEVERE
Kodambakkam,35,33,46,56,184,23,57,76,72,74,5,49,89.32,SEVERE
Kodambakkam,76,90,73,74,63,33,33,54,62,68,25,71,54.33,MODERATE
Kodambakkam,38,102,96,81,89,17,95,17,82,87,16,83,61.02,HIGH
Kodambakkam,49,49,41,192,234,55,7,66,42,72,23,21,98.56,SEVERE
Kodambakkam,86,115,96,122,141,39,54,31,66,62,22,85,77.22,SEVERE
Kodambakkam,52,31,68,184,143,56,77,14,55,42,18,27,89.96,SEVERE
Kodambakkam,26,21,54,86,105,72,88,69,91,93,17,41,72.14,HIGH
Kodambakkam,58,119,63,180,247,55,35,24,32,59,26,51,100.0,SEVERE
Kodambakkam,74,21,37,213,209,58,90,49,59,52,28,71,100.0,SEVERE
Kodambakkam,68,29,58,151,184,65,37,67,53,52,5,80,100.0,SEVERE
Kodambakkam,26,29,57,67,165,26,12,26,72,69,7,69,83.55,SEVERE
Kodambakkam,65,119,113,77,121,60,99,74,89,89,20,61,77.21,SEVERE
Kodambakkam,61,33,162,51,145,46,99,11,55,61,5,27,84.51,SEVERE
Kodambakkam,41,108,141,189,230,70,73,16,73,42,26,62,100.0,SEVERE
Kodambakkam,39,56,121,130,128,51,53,22,67,58,10,43,84.18,SEVERE
Kodambakkam,68,115,76,141,160,72,62,65,83,46,13,62,85.58,SEVERE
Kodambakkam,23,77,142,56,178,87,57,76,46,40,24,27,100.0,SEVERE
Kodambakkam,84,98,74,151,127,25,98,66,47,61,28,46,80.87,SEVERE
Kodambakkam,45,72,40,131,147,33,35,36,47,94,19,50,84.15,SEVERE
Kodambakkam,23,96,89,99,71,77,39,24,83,41,17,22,60.53,HIGH
Kodambakkam,24,114,99,219,113,74,8,13,21,93,24,69,96.31,SEVERE
Kodambakkam,67,70,113,162,153,12,7,42,62,83,20,25,62.8,HIGH
Kodambakkam,88,73,127,175,132,91,67,68,76,77,3,56,100.0,SEVERE
Kodambakkam,66,74,79,60,194,69,47,58,78,70,3,79,100.0,SEVERE
Kodambakkam,82,56,125,53,237,15,54,31,22,67,32,23,100.0,SEVERE
Kodambakkam,19,43,117,182,198,75,71,33,87,50,25,18,100.0,SEVERE
Kodambakkam,27,59,135,57,111,38,73,77,66,70,13,75,75.98,SEVERE
Kodambakkam,26,46,101,210,190,42,21,53,38,98,17,54,93.73,SEVERE
Kodambakkam,47,73,74,59,116,19,67,5,43,93,20,63,82.86,SEVERE
Kodambakkam,60,42,127,166,235,88,2,27,61,59,22,78,100.0,SEVERE
Kodambakkam,80,111,45,99,84,20,5,37,26,57,34,80,51.28,MODERATE
Kodambakkam,62,83,54,204,140,93,11,53,29,96,22,16,78.58,SEVERE
Kodambakkam,11,20,169,216,167,86,65,7,73,41,28,39,98.86,SEVERE
Kodambakkam,55,36,165,184,141,57,96,33,21,48,21,89,89.75,SEVERE
Kodambakkam,35,63,40,113,184,86,92,66,21,88,9,59,100.0,SEVERE
Kodambakkam,63,49,110,169,162,44,40,49,22,99,5,88,97.08,SEVERE
Kodambakkam,43,77,97,202,63,93,68,63,30,43,15,35,73.88,HIGH
Kodambakkam,44,96,43,176,79,66,38,36,40,64,30,74,64.28,HIGH
Kodambakkam,50,88,61,173,249,81,54,28,44,84,17,18,100.0,SEVERE
Kodambakkam,88,61,84,59,93,90,53,72,91,42,14,77,70.82,HIGH
Kodambakkam,55,90,171,200,185,59,36,13,73,40,25,49,85.03,SEVERE
Kodambakkam,54,77,105,113,77,12,72,73,24,59,22,66,58.69,HIGH
Kodambakkam,16,45,103,60,128,42,97,28,92,82,24,75,71.95,HIGH
Kodambakkam,43,72,176,56,155,28,20,62,35,87,34,72,87.13,SEVERE
Kodambakkam,44,75,147,121,93,94,90,54,72,96,17,21,63.79,HIGH
Kodambakkam,73,97,103,112,144,63,63,43,59,99,10,23,93.19,SEVERE
Kodambakkam,58,60,85,129,70,54,26,24,62,97,8,82,52.95,MODERATE
Kodambakkam,40,119,130,163,172,48,52,68,79,41,24,76,74.96,HIGH
Kodambakkam,36,87,131,113,141,41,4,7,26,65,18,42,73.61,HIGH
Kodambakkam,41,44,78,149,121,37,67,67,35,46,9,56,81.83,SEVERE
Kodambakkam,13,72,178,143,244,64,3,37,77,70,8,24,95.04,SEVERE
Kodambakkam,55,57,84,163,61,46,37,63,74,65,10,28,46.3,MODERATE
Kodambakkam,70,24,38,141,104,80,75,62,54,66,16,25,93.44,SEVERE
Kodambakkam,30,25,116,117,219,82,95,34,87,47,14,31,100.0,SEVERE
Kodambakkam,39,35,148,161,230,47,14,30,66,54,4,75,100.0,SEVERE
Kodambakkam,54,93,35,124,110,17,3,38,60,70,27,46,63.92,HIGH
Kodambakkam,62,111,67,183,199,59,0,45,84,78,2,33,86.18,SEVERE
Kodambakkam,45,105,150,95,98,86,58,68,89,65,3,82,86.39,SEVERE
Kodambakkam,52,22,77,109,150,58,83,31,75,96,26,30,91.28,SEVERE
Kodambakkam,48,83,77,50,227,71,12,33,39,98,33,65,100.0,SEVERE
Kodambakkam,29,29,149,64,195,90,30,56,85,65,16,26,100.0,SEVERE
Kodambakkam,63,40,111,170,75,74,20,27,51,70,32,27,62.45,HIGH
Kodambakkam,78,116,100,167,243,81,68,45,93,54,13,67,100.0,SEVERE
Kodambakkam,78,37,151,120,232,63,15,60,24,54,31,80,100.0,SEVERE
Kodambakkam,17,47,175,83,188,78,88,31,72,69,5,27,100.0,SEVERE
Kodambakkam,51,98,135,107,118,90,97,7,79,47,30,57,83.96,SEVERE
Kodambakkam,58,45,152,144,169,37,1,46,45,79,14,87,72.4,HIGH
Kodambakkam,66,84,124,148,246,36,43,23,62,99,22,26,100.0,SEVERE
Kodambakkam,45,34,93,186,175,25,15,77,53,81,13,17,90.83,SEVERE
Kodambakkam,36,80,98,107,111,32,25,58,45,84,12,36,67.54,HIGH
Kodambakkam,42,46,138,61,151,60,67,13,20,56,5,50,100.0,SEVERE
Kodambakkam,46,41,41,169,111,56,68,67,33,74,32,48,80.98,SEVERE
Kodambakkam,73,99,80,83,118,30,74,68,23,84,26,59,78.15,SEVERE
Kodambakkam,65,32,165,134,78,73,74,39,43,41,31,24,68.06,HIGH
Kodambakkam,64,89,159,55,258,13,99,24,83,45,17,53,100.0,SEVERE
Kodambakkam,12,84,42,182,67,92,53,76,29,56,17,12,60.33,HIGH
Kodambakkam,68,90,47,60,191,40,79,27,47,53,10,66,100.0,SEVERE
Kodambakkam,16,73,101,204,144,18,69,16,88,63,27,62,92.05,SEVERE
Kodambakkam,24,27,146,212,232,35,35,31,72,77,28,85,100.0,SEVERE
Kodambakkam,50,115,86,81,135,62,95,67,21,70,7,38,86.75,SEVERE
Kodambakkam,22,34,135,119,146,84,92,72,78,98,25,80,100.0,SEVERE
Kodambakkam,75,112,80,122,174,65,67,34,84,88,33,56,100.0,SEVERE
Kodambakkam,16,39,76,81,204,47,21,5,36,81,28,33,100.0,SEVERE
Kodambakkam,72,27,150,79,111,62,5,27,30,52,27,28,60.45,HIGH
Kodambakkam,16,82,176,78,205,40,7,56,35,70,18,57,98.31,SEVERE
Kodambakkam,68,113,36,120,236,34,44,72,92,79,24,59,100.0,SEVERE
Kodambakkam,12,25,122,192,222,67,37,31,51,55,15,18,97.82,SEVERE
Kodambakkam,66,34,76,94,116,68,89,58,56,49,6,75,86.68,SEVERE
Kodambakkam,56,104,153,64,139,13,38,52,35,49,18,51,73.42,HIGH
Kodambakkam,29,97,133,202,222,81,51,76,51,94,14,45,100.0,SEVERE
Kodambakkam,21,109,100,207,139,92,60,62,76,52,28,85,82.51,SEVERE
Kodambakkam,77,86,104,195,97,57,81,75,40,45,13,79,83.72,SEVERE
Kodambakkam,19,53,84,73,158,50,19,22,69,97,34,54,88.4,SEVERE
Kodambakkam,86,47,93,54,220,75,2,57,50,72,9,75,100.0,SEVERE
Kodambakkam,21,78,79,214,171,71,8,55,27,61,9,10,99.53,SEVERE
Kodambakkam,51,96,60,170,119,38,57,51,69,51,21,31,79.78,SEVERE
Kodambakkam,18,61,98,91,217,51,71,34,87,83,12,86,100.0,SEVERE
Kodambakkam,11,79,135,112,88,57,80,28,54,40,25,79,73.64,HIGH
Kodambakkam,13,69,171,64,102,81,56,17,21,64,21,77,92.89,SEVERE
Kodambakkam,43,113,147,85,196,70,23,78,42,72,18,65,100.0,SEVERE
Kodambakkam,40,95,173,204,210,69,76,75,20,75,3,56,100.0,SEVERE
Kodambakkam,81,90,117,199,79,64,15,22,33,72,22,70,76.12,SEVERE
Kodambakkam,39,35,40,71,149,45,85,14,39,98,2,43,100.0,SEVERE
Kodambakkam,87,42,88,126,219,93,9,41,76,40,28,29,94.89,SEVERE
Kodambakkam,60,118,122,85,198,62,31,10,68,74,27,20,95.24,SEVERE
Kodambakkam,81,113,65,79,175,49,23,12,30,60,26,15,90.19,SEVERE
Kodambakkam,79,119,98,57,62,83,44,10,82,71,13,46,68.33,HIGH
Kodambakkam,73,39,141,80,150,73,3,59,36,81,18,12,83.06,SEVERE
Kodambakkam,86,103,62,152,132,61,55,27,68,55,31,85,100.0,SEVERE
Kodambakkam,84,32,142,209,105,59,79,30,37,63,13,68,84.82,SEVERE
Kodambakkam,85,77,169,170,237,26,93,75,23,61,15,43,100.0,SEVERE
Kodambakkam,27,80,176,124,245,65,92,72,21,88,8,75,100.0,SEVERE
Kodambakkam,15,61,78,144,76,13,43,62,43,59,7,32,53.84,MODERATE
Kodambakkam,37,48,133,107,210,61,64,48,89,55,34,26,99.42,SEVERE
Kodambakkam,81,29,121,137,104,54,68,48,58,93,9,59,66.65,HIGH
Kodambakkam,30,107,126,86,211,30,26,30,71,63,20,54,89.44,SEVERE
Kodambakkam,34,42,168,114,140,67,78,56,61,98,31,26,90.63,SEVERE
Kodambakkam,76,116,136,167,106,60,18,45,34,44,33,81,73.32,HIGH
Kodambakkam,29,77,143,141,116,43,84,24,92,85,31,50,74.06,HIGH
Kodambakkam,52,59,51,207,254,41,66,35,57,77,15,74,100.0,SEVERE
Kodambakkam,88,105,41,69,185,88,84,72,31,71,25,59,100.0,SEVERE
Kodambakkam,46,64,171,84,125,11,15,78,83,55,25,57,56.49,HIGH
Kodambakkam,89,57,138,117,194,38,84,52,41,97,25,44,100.0,SEVERE
Kodambakkam,70,86,155,153,106,30,7,9,74,91,7,55,67.89,HIGH
Kodambakkam,73,101,172,102,249,76,33,29,28,95,8,31,100.0,SEVERE
Kodambakkam,74,89,57,77,64,90,43,54,31,53,19,26,66.59,HIGH
Kodambakkam,34,80,167,201,61,19,98,74,44,71,20,63,45.92,MODERATE
Kodambakkam,81,25,39,212,95,94,28,32,22,96,13,23,84.37,SEVERE
Kodambakkam,73,27,107,116,67,14,51,34,29,48,28,68,67.33,HIGH
Kodambakkam,15,88,144,84,167,75,60,23,69,85,2,55,100.0,SEVERE
Kodambakkam,13,28,143,190,143,89,92,54,63,97,22,84,100.0,SEVERE
Kodambakkam,62,93,153,109,232,51,38,16,44,98,25,68,100.0,SEVERE
Kodambakkam,62,57,157,121,230,73,77,74,79,59,19,47,100.0,SEVERE
Kodambakkam,44,59,50,135,175,18,63,17,30,64,14,83,100.0,SEVERE
Kodambakkam,68,44,177,176,249,90,10,39,75,40,16,65,100.0,SEVERE
Kodambakkam,79,87,41,97,247,10,10,30,94,82,6,41,87.65,SEVERE
Kodambakkam,56,66,145,177,226,20,45,56,51,80,22,39,97.7,SEVERE
Kodambakkam,76,109,78,103,124,12,16,28,94,52,18,53,62.22,HIGH
Kodambakkam,17,107,142,101,213,46,97,7,22,72,32,15,100.0,SEVERE
Kodambakkam,48,106,144,86,230,69,1,47,69,88,27,48,100.0,SEVERE
Kodambakkam,17,83,174,63,200,59,17,20,41,81,11,76,100.0,SEVERE
Kodambakkam,17,60,94,174,155,23,21,47,45,80,32,38,68.66,HIGH
Kodambakkam,26,71,79,156,208,21,18,6,20,43,25,82,99.86,SEVERE
Kodambakkam,68,100,142,83,164,54,64,64,28,80,29,19,97.26,SEVERE
Kodambakkam,74,37,136,203,159,51,42,32,48,73,31,88,100.0,SEVERE
Kodambakkam,34,95,114,106,122,19,33,36,51,72,11,26,65.37,HIGH
Kodambakkam,30,83,113,147,104,71,19,67,51,64,14,43,85.25,SEVERE
Kodambakkam,20,76,73,68,227,36,59,17,45,63,6,87,100.0,SEVERE
Kodambakkam,55,62,119,146,76,66,11,37,47,66,4,66,58.63,HIGH
Kodambakkam,10,74,131,143,204,74,87,78,86,87,16,50,100.0,SEVERE
Kodambakkam,64,78,110,191,197,89,97,66,42,51,11,67,100.0,SEVERE
Kodambakkam,64,88,173,166,88,52,35,52,67,57,11,17,49.29,MODERATE
Kodambakkam,62,114,169,195,95,38,5,12,37,56,2,77,59.71,HIGH
Kodambakkam,62,116,56,108,121,56,52,64,62,54,20,87,74.22,HIGH
Madipakkam,24,20,65,54,150,84,44,53,84,85,23,72,89.37,SEVERE
Madipakkam,41,99,94,209,97,24,71,62,70,58,2,35,66.81,HIGH
Madipakkam,83,106,147,53,85,46,62,56,42,46,12,73,60.51,HIGH
Madipakkam,57,29,175,76,113,92,50,19,57,44,12,86,84.86,SEVERE
Madipakkam,53,85,136,143,66,88,47,54,61,79,13,77,72.06,HIGH
Madipakkam,56,70,38,116,69,52,68,44,76,61,12,45,58.14,HIGH
Madipakkam,74,61,149,54,90,34,38,22,58,87,17,45,61.52,HIGH
Madipakkam,74,101,50,53,226,24,57,67,79,73,14,71,100.0,SEVERE
Madipakkam,51,114,146,60,118,77,11,58,45,52,19,84,82.21,SEVERE
Madipakkam,10,108,165,152,185,54,1,16,30,94,3,54,97.82,SEVERE
Madipakkam,83,21,159,182,218,23,88,49,50,80,13,32,100.0,SEVERE
Madipakkam,58,44,70,210,162,83,33,26,41,71,27,50,88.03,SEVERE
Madipakkam,55,59,36,145,184,88,23,17,94,73,2,18,75.23,SEVERE
Madipakkam,29,56,141,214,158,45,36,15,23,90,3,75,92.08,SEVERE
Madipakkam,86,94,140,95,179,64,42,7,88,51,34,84,85.97,SEVERE
Madipakkam,60,43,152,68,109,90,74,13,30,55,4,24,88.95,SEVERE
Madipakkam,32,51,175,215,229,39,52,42,84,84,31,54,92.75,SEVERE
Madipakkam,69,86,83,153,131,65,25,64,62,82,9,73,78.59,SEVERE
Madipakkam,38,87,161,175,154,35,90,70,87,58,16,29,98.29,SEVERE
Madipakkam,23,44,115,120,151,41,67,72,88,67,29,65,85.12,SEVERE
Madipakkam,38,82,139,210,249,78,50,35,53,97,8,51,100.0,SEVERE
Madipakkam,60,46,75,155,61,23,45,48,28,61,12,52,56.1,HIGH
Madipakkam,52,104,119,111,156,21,23,37,64,69,33,60,80.07,SEVERE
Madipakkam,56,24,90,198,131,48,22,10,43,86,34,62,79.31,SEVERE
Madipakkam,62,62,43,119,232,55,76,8,35,57,13,89,100.0,SEVERE
Madipakkam,61,61,175,87,66,73,65,24,85,49,10,22,66.55,HIGH
Madipakkam,66,84,159,61,184,19,95,52,76,74,14,64,91.29,SEVERE
Madipakkam,79,92,47,209,96,61,12,19,68,80,24,37,67.73,HIGH
Madipakkam,78,50,124,203,111,44,82,69,37,70,12,51,81.89,SEVERE
Madipakkam,83,83,101,68,74,50,64,24,75,63,2,52,61.82,HIGH
Madipakkam,20,48,109,218,103,14,19,28,35,59,33,40,52.9,MODERATE
Madipakkam,20,44,95,128,62,64,30,29,65,96,30,88,68.5,HIGH
Madipakkam,27,54,78,85,90,25,65,41,22,73,29,44,68.19,HIGH
Madipakkam,40,47,169,218,128,88,85,10,56,79,15,46,97.93,SEVERE
Madipakkam,33,79,70,201,76,15,3,31,65,99,17,24,46.95,MODERATE
Madipakkam,47,92,40,182,105,67,81,63,70,81,8,20,64.85,HIGH
Madipakkam,59,97,79,197,149,30,73,14,50,86,27,30,89.95,SEVERE
Madipakkam,17,102,148,136,174,37,19,5,70,42,5,73,71.2,HIGH
Madipakkam,27,34,102,110,166,24,23,13,51,56,9,53,91.08,SEVERE
Madipakkam,65,54,84,131,87,45,58,14,62,42,21,12,50.81,MODERATE
Madipakkam,59,91,102,72,137,76,9,58,48,40,24,12,67.28,HIGH
Madipakkam,56,25,48,140,258,13,46,65,41,69,29,68,100.0,SEVERE
Madipakkam,64,70,98,207,234,94,67,31,28,47,33,39,100.0,SEVERE
Madipakkam,11,73,120,114,208,50,95,62,25,56,26,52,100.0,SEVERE
Madipakkam,13,98,148,158,140,10,72,54,70,50,26,67,85.93,SEVERE
Madipakkam,68,60,136,167,215,82,0,63,79,72,19,67,97.05,SEVERE
Madipakkam,74,98,65,190,125,21,87,22,35,56,18,23,78.12,SEVERE
Madipakkam,27,39,167,151,62,18,81,25,31,79,29,41,58.29,HIGH
Madipakkam,18,99,168,217,80,58,62,10,91,46,10,87,66.79,HIGH
Madipakkam,49,95,46,164,73,25,50,38,31,87,11,79,57.15,HIGH
Madipakkam,33,79,93,76,174,91,13,23,55,83,6,28,83.43,SEVERE
Madipakkam,16,85,96,105,232,79,80,71,37,91,7,36,100.0,SEVERE
Madipakkam,56,75,89,150,155,50,58,50,44,48,11,42,88.65,SEVERE
Madipakkam,86,48,142,71,254,28,39,63,35,72,27,11,100.0,SEVERE
Madipakkam,31,110,169,199,259,79,38,79,45,75,2,87,100.0,SEVERE
Madipakkam,38,51,110,196,169,77,21,63,74,93,3,40,89.19,SEVERE
Madipakkam,70,84,144,175,258,84,58,70,23,83,19,86,100.0,SEVERE
Madipakkam,67,115,37,60,192,57,54,11,62,74,30,41,100.0,SEVERE
Madipakkam,55,84,75,174,247,24,57,57,21,50,15,20,100.0,SEVERE
Madipakkam,81,79,82,182,63,60,68,65,36,75,27,73,54.66,MODERATE
Madipakkam,31,59,62,75,111,21,73,49,49,72,21,24,70.74,HIGH
Madipakkam,10,115,174,93,124,27,56,21,79,63,33,78,61.14,HIGH
Madipakkam,11,26,108,130,139,17,83,35,55,64,18,61,88.24,SEVERE
Madipakkam,23,107,76,52,67,75,38,6,80,58,34,80,68.91,HIGH
Madipakkam,58,37,84,133,89,71,27,75,80,78,5,11,38.18,MODERATE
Madipakkam,66,24,73,151,225,76,53,7,42,87,4,66,100.0,SEVERE
Madipakkam,27,44,63,116,164,20,56,22,62,58,33,35,76.16,SEVERE
Madipakkam,16,38,95,203,95,76,69,30,45,96,25,29,78.79,SEVERE
Madipakkam,16,101,160,125,200,29,85,32,40,70,10,59,100.0,SEVERE
Madipakkam,72,63,175,94,200,55,94,21,34,92,31,69,100.0,SEVERE
Madipakkam,63,94,75,51,74,39,68,38,66,68,10,69,75.21,SEVERE
Madipakkam,76,57,137,109,234,61,83,26,21,48,19,86,100.0,SEVERE
Madipakkam,47,115,171,87,232,11,59,37,42,96,23,21,100.0,SEVERE
Madipakkam,34,26,73,180,234,76,49,57,90,43,31,67,100.0,SEVERE
Madipakkam,45,35,68,100,61,52,47,29,33,98,24,47,47.79,MODERATE
Madipakkam,27,87,146,160,173,10,63,51,50,54,34,40,100.0,SEVERE
Madipakkam,48,75,129,112,90,24,93,42,51,59,25,83,67.12,HIGH
Madipakkam,48,106,159,116,252,80,84,9,29,57,27,16,100.0,SEVERE
Madipakkam,25,111,139,171,118,63,77,44,84,74,12,61,69.67,HIGH
Madipakkam,49,79,176,177,160,33,90,78,25,41,5,40,94.2,SEVERE
Madipakkam,83,38,155,74,217,41,4,37,81,96,5,76,100.0,SEVERE
Madipakkam,18,117,149,159,205,84,14,23,22,69,18,12,100.0,SEVERE
Madipakkam,73,90,153,70,234,56,86,57,69,41,24,45,100.0,SEVERE
Madipakkam,15,108,44,100,103,92,15,68,36,79,4,41,80.55,SEVERE
Madipakkam,79,101,110,101,112,94,60,73,52,69,29,67,83.59,SEVERE
Madipakkam,27,96,39,190,245,11,63,10,47,60,19,83,100.0,SEVERE
Madipakkam,17,108,80,128,78,34,55,72,44,73,30,38,66.98,HIGH
Madipakkam,82,31,66,73,201,41,70,50,21,58,2,15,100.0,SEVERE
Madipakkam,17,60,100,218,192,43,47,11,48,74,2,83,100.0,SEVERE
Madipakkam,32,103,88,207,164,64,20,79,34,41,16,76,100.0,SEVERE
Madipakkam,54,111,106,131,96,76,31,19,47,76,10,38,82.0,SEVERE
Madipakkam,67,87,55,109,189,28,6,29,70,79,6,64,100.0,SEVERE
Madipakkam,55,32,85,189,146,68,74,7,89,60,28,47,100.0,SEVERE
Madipakkam,78,31,164,85,236,12,1,11,61,55,21,75,95.19,SEVERE
Madipakkam,69,62,169,162,66,56,38,14,91,53,4,27,56.23,HIGH
Madipakkam,75,66,51,115,99,57,26,77,48,58,34,51,72.74,HIGH
Madipakkam,30,91,118,174,248,71,34,20,59,66,12,74,100.0,SEVERE
Madipakkam,64,118,36,112,207,52,79,40,24,66,15,77,100.0,SEVERE
Madipakkam,21,76,179,155,223,82,60,50,38,97,27,79,100.0,SEVERE
Madipakkam,21,105,103,212,198,31,35,50,49,56,8,61,87.88,SEVERE
Madipakkam,13,93,39,121,84,59,3,6,50,81,5,49,63.25,HIGH
Madipakkam,70,51,171,74,181,47,3,75,72,53,3,64,81.75,SEVERE
Madipakkam,88,91,102,90,114,48,5,32,36,46,6,37,48.05,MODERATE
Madipakkam,65,72,62,215,206,49,4,73,75,67,7,18,87.02,SEVERE
Madipakkam,26,60,41,105,234,83,0,55,94,74,14,49,100.0,SEVERE
Madipakkam,84,81,97,71,241,23,72,27,40,50,14,64,100.0,SEVERE
Madipakkam,31,36,93,203,252,94,11,41,23,69,21,71,100.0,SEVERE
Madipakkam,46,62,125,66,182,44,73,78,37,85,6,88,97.6,SEVERE
Madipakkam,72,80,90,178,155,66,61,39,28,57,32,51,99.41,SEVERE
Madipakkam,66,68,66,74,139,58,28,23,40,57,26,49,75.75,SEVERE
Madipakkam,53,116,143,125,121,39,2,7,78,90,33,60,74.21,HIGH
Madipakkam,30,44,69,176,61,90,77,33,72,48,16,18,66.91,HIGH
Madipakkam,73,94,164,216,252,94,1,63,74,49,6,88,100.0,SEVERE
Madipakkam,15,53,35,166,136,14,97,66,87,99,2,72,78.7,SEVERE
Madipakkam,31,59,169,61,188,77,79,49,77,94,27,19,100.0,SEVERE
Madipakkam,37,56,66,166,82,76,65,77,20,57,31,49,77.44,SEVERE
Madipakkam,87,57,62,150,155,50,94,32,49,77,7,76,100.0,SEVERE
Madipakkam,10,54,119,169,239,76,32,66,34,52,13,53,100.0,SEVERE
Madipakkam,31,59,122,123,140,93,43,13,74,82,9,78,91.46,SEVERE
Madipakkam,23,91,66,129,206,82,48,73,42,92,10,15,100.0,SEVERE
Madipakkam,84,112,49,155,200,61,1,8,70,91,7,13,100.0,SEVERE
Madipakkam,88,112,115,211,105,94,44,40,23,50,8,49,89.42,SEVERE
Madipakkam,58,107,45,145,252,44,18,10,90,64,5,79,100.0,SEVERE
Madipakkam,16,28,66,77,166,43,76,12,74,96,6,62,92.64,SEVERE
Madipakkam,33,98,161,112,81,30,84,47,52,40,27,47,50.37,MODERATE
Madipakkam,54,112,116,108,244,64,76,22,70,73,5,30,100.0,SEVERE
Madipakkam,71,37,66,210,144,85,80,30,91,86,6,17,81.4,SEVERE
Madipakkam,21,48,97,73,126,67,97,40,76,71,17,51,96.45,SEVERE
Madipakkam,51,25,161,152,69,63,43,8,93,62,2,59,62.1,HIGH
Madipakkam,22,102,95,121,220,56,0,48,68,58,7,14,96.08,SEVERE
Madipakkam,56,103,86,84,202,63,1,48,20,63,12,76,97.07,SEVERE
Madipakkam,68,22,44,182,145,53,69,31,71,83,9,64,97.97,SEVERE
Madipakkam,72,118,44,160,173,61,78,10,75,56,7,45,99.81,SEVERE
Madipakkam,55,71,39,179,67,32,39,57,50,88,32,71,59.71,HIGH
Madipakkam,26,108,176,64,79,69,14,77,60,74,30,27,68.45,HIGH
Madipakkam,11,37,56,107,85,24,85,39,46,65,34,49,75.48,SEVERE
Madipakkam,12,67,143,137,233,85,33,66,38,54,34,11,100.0,SEVERE
Madipakkam,43,104,71,143,85,27,17,60,35,80,13,55,72.1,HIGH
Madipakkam,10,98,173,163,97,66,63,54,52,71,23,47,71.85,HIGH
Madipakkam,34,81,144,133,203,20,38,57,87,78,23,37,100.0,SEVERE
Madipakkam,14,44,123,213,159,83,77,47,80,64,16,68,96.89,SEVERE
Madipakkam,44,117,44,59,155,12,34,47,50,52,11,58,74.32,HIGH
Madipakkam,53,33,70,124,109,68,36,67,40,69,25,26,63.75,HIGH
Madipakkam,61,65,170,181,98,57,90,25,60,85,11,51,73.6,HIGH
Madipakkam,24,76,60,211,164,69,39,27,56,82,15,32,97.72,SEVERE
Madipakkam,64,72,71,92,135,39,20,75,44,55,22,74,81.75,SEVERE
Madipakkam,17,73,44,73,178,27,3,18,77,75,14,87,83.69,SEVERE
Madipakkam,37,22,50,96,97,23,38,78,35,54,34,26,56.22,HIGH
Madipakkam,84,75,121,88,174,66,98,12,31,41,28,16,94.31,SEVERE
Madipakkam,33,117,139,143,237,74,63,29,93,83,33,87,100.0,SEVERE
Madipakkam,85,119,52,158,180,73,97,23,93,78,4,50,99.54,SEVERE
Madipakkam,71,110,122,117,145,90,15,71,51,75,24,16,84.12,SEVERE
Madipakkam,72,27,123,68,213,93,41,20,53,81,26,60,100.0,SEVERE
Madipakkam,27,40,169,148,232,63,45,47,71,51,17,67,99.78,SEVERE
Madipakkam,22,79,69,124,86,31,1,65,54,50,19,84,53.51,MODERATE
Madipakkam,42,56,80,101,243,21,85,73,83,77,30,12,100.0,SEVERE
Madipakkam,86,28,169,147,80,53,3,11,59,88,5,30,63.93,HIGH
Madipakkam,10,83,107,213,120,51,8,73,82,61,17,78,51.61,MODERATE
Madipakkam,29,90,65,65,93,93,87,76,40,66,18,51,71.34,HIGH
Madipakkam,13,47,77,164,239,69,43,44,58,48,33,83,100.0,SEVERE
Madipakkam,23,82,39,67,189,22,6,6,72,61,11,61,83.28,SEVERE
Madipakkam,48,87,125,164,102,21,53,9,54,77,29,62,64.25,HIGH
Madipakkam,45,44,132,187,124,16,1,52,69,47,2,62,57.18,HIGH
Madipakkam,30,91,142,58,77,57,60,15,31,80,17,19,65.5,HIGH
Madipakkam,28,91,67,60,251,29,51,66,94,88,13,78,100.0,SEVERE
Madipakkam,25,72,164,181,259,21,75,59,54,45,5,83,100.0,SEVERE
Madipakkam,85,69,65,132,105,25,81,30,71,83,20,53,73.27,HIGH
Madipakkam,70,39,68,167,256,43,82,18,62,96,16,50,100.0,SEVERE
Madipakkam,56,118,64,112,189,90,23,57,85,77,16,28,89.72,SEVERE
Madipakkam,22,63,55,51,198,16,14,49,89,83,3,23,87.65,SEVERE
Madipakkam,41,114,163,176,209,76,14,57,90,53,2,38,89.18,SEVERE
Madipakkam,45,86,177,184,209,92,68,22,74,59,12,61,100.0,SEVERE
Madipakkam,89,77,132,187,186,61,79,27,82,83,8,21,100.0,SEVERE
Madipakkam,89,30,164,196,213,52,50,37,22,70,9,26,100.0,SEVERE
Madipakkam,13,104,163,186,120,23,50,55,21,91,16,75,86.22,SEVERE
Madipakkam,46,24,137,208,168,43,63,32,46,85,21,31,84.12,SEVERE
Madipakkam,52,27,159,175,113,92,95,79,48,95,28,79,92.31,SEVERE
Madipakkam,28,116,107,207,170,55,7,35,61,46,7,57,95.98,SEVERE
Madipakkam,46,60,52,119,168,58,27,7,90,97,31,33,89.38,SEVERE
